iter	Logloss
322	0.5957050497
323	0.5955909741
324	0.5955087378
325	0.5953381663
326	0.5952212644
327	0.5950950634
328	0.5949724713
329	0.5948910438
330	0.5947479752
331	0.594666652
332	0.5945588376
333	0.5944374311
334	0.5943060646
335	0.5941359627
336	0.5939964306
337	0.5938831347
338	0.5937004756
339	0.5935870898
340	0.5934353426
341	0.5932798849
342	0.5931675195
343	0.5930154534
344	0.5928887335
345	0.5927908094
346	0.5927079036
347	0.5925925843
348	0.5924783666
349	0.5924389935
350	0.592328289
351	0.592199543
352	0.5920624545
353	0.5919747628
354	0.5918598958
355	0.5917622384
356	0.5917007162
357	0.5915895219
358	0.5914995982
359	0.5913882038
360	0.5912947553
361	0.5911559479
362	0.5910326775
363	0.5909172018
364	0.590825907
365	0.5906410884
366	0.5904897759
367	0.590375938
368	0.5902652248
369	0.5901382701
370	0.5900309224
371	0.5899137306
372	0.5898385961
373	0.589725648
374	0.5895994413
375	0.589480861
376	0.5893394534
377	0.5891746359
378	0.5890671431
379	0.5889546067
380	0.5888560913
381	0.5886731307
382	0.5885047768
383	0.5883776279
384	0.5883097228
385	0.588181458
386	0.5881026422
387	0.5880059355
388	0.587825636
389	0.5877395328
390	0.5876075837
391	0.5874598483
392	0.587348393
393	0.5872046694
394	0.5871485475
395	0.5870079139
396	0.5868969949
397	0.5867417547
398	0.5866358302
399	0.5865354567
400	0.5863782367
401	0.5862506443
402	0.5861527898
403	0.586026728
404	0.5859325316
405	0.5857706331
406	0.5856972407
407	0.5856141232
408	0.5854441286
409	0.5853404419
410	0.5852272532
411	0.5850997594
412	0.5849302373
413	0.5848338089
414	0.5847217826
415	0.5845900481
416	0.584494469
417	0.5843592299
418	0.5842976556
419	0.5841395978
420	0.5840465059
421	0.5839344854
422	0.5838828652
423	0.5837627631
424	0.5836509513
425	0.5835490125
426	0.5834549031
427	0.583380476
428	0.5832811692
429	0.5831914194
430	0.5830513685
431	0.5829383856
432	0.5828595553
433	0.5827226552
434	0.5825940744
435	0.5825196298
436	0.5823774889
437	0.5822353189
438	0.582087282
439	0.5819557387
440	0.5818424602
441	0.5817152707
442	0.5815859508
443	0.5814726403
444	0.5813281369
445	0.5812437875
446	0.5811109949
447	0.5809944118
448	0.5808910381
449	0.5807323543
450	0.580641619
451	0.5805498633
452	0.5803968435
453	0.5802726398
454	0.5801693212
455	0.579985178
456	0.5799004285
457	0.5797938779
458	0.5796577025
459	0.5795951716
460	0.5795091206
461	0.5794259103
462	0.5793374621
463	0.5793029472
464	0.5791788014
465	0.5790715812
466	0.5789546938
467	0.5788890062
468	0.5787842904
469	0.5786309199
470	0.5784843381
471	0.5783388955
472	0.5782633639
473	0.5781570191
474	0.5780667012
475	0.5779712932
476	0.5778110295
477	0.577673912
478	0.5776612331
479	0.5775379395
480	0.5774564308
481	0.5773535702
482	0.5772498661
483	0.5771446489
484	0.5770775467
485	0.5769811358
486	0.5768772433
487	0.5767709854
488	0.5765968166
489	0.5765288565
490	0.5764873905
491	0.576398806
492	0.5762908727
493	0.5762082596
494	0.5761176402
495	0.5760217568
496	0.5758340192
497	0.5757439477
498	0.5756990033
499	0.5755895336
500	0.575488792
501	0.5753797775
502	0.5752916191
503	0.5751690531
504	0.5750709435
505	0.5749708657
506	0.5748897715
507	0.5747844151
508	0.5747311978
509	0.5745990486
510	0.5745115251
511	0.5743967306
512	0.5743072997
513	0.5742140164
514	0.574059327
515	0.5739774182
516	0.5738359092
517	0.573733408
518	0.5736253849
519	0.573546598
520	0.5734366588
521	0.5733026603
522	0.5732503647
523	0.5731691488
524	0.5730188248
525	0.5729620478
526	0.5728482446
527	0.5727296731
528	0.5726699713
529	0.5725321002
530	0.5724565077
531	0.5723411798
532	0.5722573347
533	0.5721864323
534	0.572128264
535	0.5720285543
536	0.5718982488
537	0.5717893879
538	0.5716817125
539	0.5715904033
540	0.571507422
541	0.5714264931
542	0.5713354128
543	0.5712179427
544	0.5711266161
545	0.571052186
546	0.5709534532
547	0.5708199359
548	0.5706542111
549	0.5705567566
550	0.5704937358
551	0.5704255785
552	0.5703032415
553	0.5701298815
554	0.5700444422
555	0.5699560403
556	0.5698602062
557	0.569804896
558	0.5697017368
559	0.5696214398
560	0.569489682
561	0.5694149127
562	0.5693278791
563	0.5692648815
564	0.5691519044
565	0.5690711523
566	0.5689330492
567	0.568806999
568	0.5686622318
569	0.5685502084
570	0.5683974495
571	0.5682988616
572	0.5681937139
573	0.5680606749
574	0.5679404888
575	0.5678376166
576	0.5677535251
577	0.5676550706
578	0.5675714429
579	0.5674833947
580	0.5674029498
581	0.5672757488
582	0.5671509537
583	0.5670926926
584	0.5669863536
585	0.5668712488
586	0.5667925982
587	0.5667582138
588	0.5666791226
589	0.5665842682
590	0.5665153486
591	0.5664302136
592	0.5663184946
593	0.5662366931
594	0.5661763014
595	0.566117907
596	0.5660176466
597	0.5659285403
598	0.5658090991
599	0.5657092039
600	0.5656051201
601	0.5655015261
602	0.5653993873
603	0.5653266878
604	0.5652666005
605	0.5651822655
606	0.5650852574
607	0.5649676395
608	0.5648685879
609	0.5647522802
610	0.564652298
611	0.5645483301
612	0.5644605892
613	0.5643763789
614	0.5642940237
615	0.5641936241
616	0.564063478
617	0.5639570404
618	0.563849426
619	0.5638393211
620	0.5637353764
621	0.5636751847
622	0.5636010011
623	0.5634964244
624	0.5633476165
625	0.5632104207
626	0.5631506465
627	0.5631066412
628	0.5629734776
629	0.5628505434
630	0.5627622836
631	0.5626990397
632	0.5625878714
633	0.5624688505
634	0.5623788283
635	0.5623097811
636	0.5622333915
637	0.562103857
638	0.5619921351
639	0.5618832655
640	0.5617533832
641	0.5616452034
642	0.5615027465
643	0.5614274266
644	0.5612921121
645	0.5612880423
646	0.5611428142
647	0.561018251
648	0.5609056884
649	0.5607980653
650	0.5606884014
651	0.5606103828
652	0.5605087454
653	0.5604371358
654	0.5603483774
655	0.5602620105
656	0.5601703795
657	0.5600178148
658	0.5599141193
659	0.5598199549
660	0.5597343445
661	0.5596333217
662	0.5595383166
663	0.5594116808
664	0.5593289169
665	0.5592402861
666	0.5591331122
667	0.5590828545
668	0.559033362
669	0.5590261935
670	0.5588964126
671	0.5587966826
672	0.5587133767
673	0.5586079913
674	0.558500374
675	0.5583656943
676	0.5582387542
677	0.5580976712
678	0.5580298734
679	0.5579629046
680	0.5578507971
681	0.557769729
682	0.5577063256
683	0.5575795855
684	0.5575172285
685	0.5573750992
686	0.5573424394
687	0.5572849291
688	0.5572238302
689	0.5571402895
690	0.5570077316
691	0.5569164862
692	0.5568607933
693	0.556740842
694	0.5566381582
695	0.5565769549
696	0.5565160618
697	0.556370712
698	0.5563166134
699	0.5562291913
700	0.5561194927
701	0.556031804
702	0.5559589624
703	0.5558434808
704	0.5557326749
705	0.5556399598
706	0.5555320148
707	0.5554561122
708	0.5553916653
709	0.5553145307
710	0.5552191169
711	0.5551300918
712	0.5550223875
713	0.5549117439
714	0.5548269568
715	0.5547395753
716	0.5546547707
717	0.5545633281
718	0.5544360517
719	0.5543307997
720	0.5542702631
721	0.5542283507
722	0.5541141475
723	0.5540508688
724	0.5540223281
725	0.5539494691
726	0.5538895877
727	0.5537553921
728	0.5536312579
729	0.5534913228
730	0.5534026804
731	0.5533094812
732	0.5532764939
733	0.5532141399
734	0.5531656213
735	0.5530649319
736	0.5529516359
737	0.5528914153
738	0.5528139155
739	0.5527153943
740	0.5526207051
741	0.5525309264
742	0.5524497655
743	0.5523534183
744	0.5523043201
745	0.5522071612
746	0.552115794
747	0.552055214
748	0.5519816535
749	0.5518988693
750	0.5517874895
751	0.5516921742
752	0.5515775912
753	0.5514856124
754	0.5514734958
755	0.5514349778
756	0.5513839519
757	0.5512911063
758	0.5512401471
759	0.5511434636
760	0.5510846286
761	0.5510280198
762	0.5509422152
763	0.5508637849
764	0.5508037237
765	0.5507337547
766	0.5505888774
767	0.5504251816
768	0.5503689351
769	0.5503004822
770	0.550170652
771	0.5500124349
772	0.549979607
773	0.5498734071
774	0.5497632795
775	0.5496740109
776	0.5495892296
777	0.5495461403
778	0.549415084
779	0.5493198122
780	0.5492541218
781	0.5491553628
782	0.5490613723
783	0.5490149959
784	0.5489035783
785	0.5488598919
786	0.5487618113
787	0.5486605798
788	0.5485866744
789	0.5485001741
790	0.5484376925
791	0.5483775617
792	0.5482484881
793	0.548127557
794	0.548034065
795	0.5479154384
796	0.5477917158
797	0.5477197438
798	0.5476386033
799	0.5475228753
800	0.547421238
801	0.5473411641
802	0.5472731808
803	0.5471389794
804	0.5470456497
805	0.5469377657
806	0.5468466333
807	0.5467577444
808	0.5466936164
809	0.5466304362
810	0.5464871386
811	0.5463731789
812	0.5462686863
813	0.5461547875
814	0.5460576576
815	0.5460034837
816	0.5459314277
817	0.5458627515
818	0.5457950696
819	0.5456977253
820	0.5455875774
821	0.5454668057
822	0.5453774675
823	0.5453041564
824	0.5452071773
825	0.5451210567
826	0.5450371768
827	0.5450059143
828	0.544928171
829	0.5448500827
830	0.544818426
831	0.544738213
832	0.5446053653
833	0.544547339
834	0.5444366258
835	0.544334974
836	0.544273904
837	0.5441748378
838	0.5441289774
839	0.5440498253
840	0.5439817434
841	0.5438439187
842	0.5437635491
843	0.5436852145
844	0.5436336059
845	0.5435538973
846	0.5435221072
847	0.5434455872
848	0.543337822
849	0.5432447503
850	0.5431546411
851	0.5430598447
852	0.5429873046
853	0.5428795307
854	0.5427796239
855	0.5427176032
856	0.5426778735
857	0.5425650414
858	0.5424733234
859	0.5423731181
860	0.5423019056
861	0.5421994421
862	0.5420951408
863	0.5420268705
864	0.5419483214
865	0.5418314803
866	0.5417042474
867	0.5416505663
868	0.5416139324
869	0.5414990625
870	0.5414205366
871	0.5412931007
872	0.5411776424
873	0.5411016586
874	0.540967405
875	0.5408781828
876	0.5408062602
877	0.5407008545
878	0.540539498
879	0.5404606474
880	0.5403183065
881	0.5403035984
882	0.5402031148
883	0.5401140114
884	0.5400162845
885	0.5399529767
886	0.5398272714
887	0.5397619404
888	0.5396525577
889	0.5395873513
890	0.5394384274
891	0.5393590753
892	0.5392897064
893	0.53918724
894	0.5391211988
895	0.5390494442
896	0.5389385136
897	0.5388177709
898	0.5387345114
899	0.5386660469
900	0.538547026
901	0.5384545602
902	0.5383348001
903	0.5382197766
904	0.5381389867
905	0.5380652581
906	0.5379984401
907	0.5378866515
908	0.5377969771
909	0.5377014502
910	0.5375942242
911	0.5374747627
912	0.5373867319
913	0.5372712938
914	0.5372196128
915	0.5371390172
916	0.5370544648
917	0.5369731503
918	0.5369477953
919	0.5368090517
920	0.5367356883
921	0.5366652555
922	0.5366077278
923	0.5365624471
924	0.5364621809
925	0.536399392
926	0.5363353422
927	0.5362928791
928	0.5362092398
929	0.5361615271
930	0.5361041965
931	0.5360179542
932	0.5359266043
933	0.5358436376
934	0.5357515718
935	0.5357057171
936	0.5356237446
937	0.5355324789
938	0.535485256
939	0.5354081621
940	0.5353227256
941	0.5352464172
942	0.5351288572
943	0.5350526444
944	0.5349850234
945	0.5349268522
946	0.5348533932
947	0.5348017382
948	0.534700872
949	0.5346066698
950	0.5345475913
951	0.5344050184
952	0.5342793508
953	0.5341583182
954	0.5340823576
955	0.5339981241
956	0.5339019857
957	0.5338004846
958	0.533668834
959	0.5336215532
960	0.5335605181
961	0.5334436364
962	0.5334254761
963	0.5333254156
964	0.5332692996
965	0.5331508034
966	0.5330968816
967	0.5330351827
968	0.5329377398
969	0.5328630575
970	0.5327754325
971	0.5326782853
972	0.5326349583
973	0.5326029334
974	0.5325612094
975	0.5325269757
976	0.5323889161
977	0.5322721476
978	0.5321846066
979	0.5321129767
980	0.5320309868
981	0.5319733373
982	0.5319165865
983	0.5318564296
984	0.5317501138
985	0.5316720255
986	0.5316358207
987	0.5315214928
988	0.5314635796
989	0.5314212527
990	0.531347124
991	0.5312878368
992	0.5312457824
993	0.5311568472
994	0.5310765385
995	0.5309889193
996	0.5308919634
997	0.5308166608
998	0.5307458367
999	0.5306418775
